hgnc_id	GEP	GCN	MUT	CNS
HGNC:2637	-1	3	3	-1
HGNC:2638	-1	3	3	-1
HGNC:2640	-1	3	3	-1
HGNC:26404	2	3	3	2
HGNC:2642	-1	3	3	-1
HGNC:2644	-1	3	3	-1
HGNC:26441	-1	3	3	-1
HGNC:26444	-1	3	3	-1
HGNC:2645	-1	3	3	-1
HGNC:2646	-1	3	3	-1
HGNC:26462	-1	3	3	-1
HGNC:2648	-1	3	3	-1
HGNC:2649	-1	3	3	-1
HGNC:2651	-1	3	3	-1
HGNC:26516	1	3	3	1
HGNC:2652	-1	3	3	-1
HGNC:2653	-1	3	3	-1
HGNC:2671	-1	3	3	-1
HGNC:26777	-1	3	3	-1
HGNC:26820	-1	3	3	-1
HGNC:2689	-1	3	3	-1
HGNC:26891	-1	3	3	-1
HGNC:2690	3	3	3	3
HGNC:26965	1	3	3	1
HGNC:2698	1	3	3	1
HGNC:27015	-1	3	3	-1
HGNC:2703	2	3	3	2
HGNC:2704	1	3	3	1
HGNC:2707	-1	3	3	-1
HGNC:2709	-1	3	3	-1
HGNC:2710	2	3	3	2
HGNC:27168	-1	0	3	-1
HGNC:2719	-1	3	3	-1
HGNC:27269	-1	3	3	-1
HGNC:2727	-1	0	3	-1
HGNC:2753	2	3	3	2
HGNC:2754	2	3	3	2
HGNC:27960	-1	3	3	-1
HGNC:28082	1	3	3	1
HGNC:28107	1	3	3	1
HGNC:28157	3	0	3	3
HGNC:28335	-1	3	3	-1
HGNC:2843	2	3	3	2
HGNC:2849	-1	3	3	-1
HGNC:2850	-1	3	3	-1
HGNC:2851	2	0	3	2
HGNC:2852	1	0	3	1
HGNC:2853	-1	3	3	-1
HGNC:2854	-1	3	3	-1
HGNC:2855	-1	3	3	-1
HGNC:2856	1	3	3	1
HGNC:2857	1	3	3	1
HGNC:28577	-1	0	3	-1
HGNC:2858	3	3	3	3
HGNC:2859	3	3	3	3
HGNC:2860	2	3	3	2
HGNC:2861	3	3	3	3
HGNC:2867	1	3	3	1
HGNC:28697	1	3	3	1
HGNC:28750	-1	3	3	-1
HGNC:28777	3	3	3	3
HGNC:28883	2	3	3	2
HGNC:28906	-1	3	3	-1
HGNC:2896	1	3	3	1
HGNC:2898	2	3	3	2
HGNC:29	-1	3	3	-1
HGNC:29037	-1	3	3	-1
HGNC:291	2	3	3	2
HGNC:2911	3	3	3	3
HGNC:29185	-1	3	3	-1
HGNC:292	2	3	3	2
HGNC:29268	-1	3	3	-1
HGNC:29270	2	3	3	2
HGNC:29437	-1	3	3	-1
HGNC:29489	2	3	3	2
HGNC:29500	1	3	3	1
HGNC:29567	-1	3	3	-1
HGNC:29570	-1	3	3	-1
HGNC:29594	3	3	3	3
HGNC:29609	-1	3	3	-1
HGNC:29622	2	3	3	2
HGNC:29674	-1	3	3	-1
HGNC:2976	3	3	3	3
HGNC:2977	-1	3	3	-1
HGNC:2978	1	3	3	1
HGNC:2979	1	3	3	1
HGNC:29799	-1	3	3	-1
HGNC:29821	2	3	3	2
HGNC:29831	2	3	3	2
HGNC:29832	1	0	3	1
HGNC:29878	2	3	3	2
HGNC:29932	2	3	3	2
HGNC:29957	1	3	3	1
HGNC:3002	-1	3	3	-1
HGNC:30029	1	3	3	1
HGNC:30031	-1	3	3	-1
HGNC:30035	-1	3	3	-1
HGNC:30040	-1	3	3	-1
HGNC:30042	-1	3	3	-1
HGNC:3006	2	3	3	2
HGNC:30092	2	3	3	2
HGNC:3012	2	3	3	2
HGNC:3013	-1	3	3	-1
HGNC:3014	2	3	3	2
HGNC:3015	-1	3	3	-1
HGNC:3018	-1	3	3	-1
HGNC:30211	-1	3	3	-1
HGNC:30224	2	3	3	2
HGNC:30225	-1	3	3	-1
HGNC:30242	-1	-1	3	-1
HGNC:30259	-1	3	3	-1
HGNC:30260	1	3	3	1
HGNC:30262	2	3	3	2
HGNC:30311	-1	0	3	-1
HGNC:30324	1	3	3	1
HGNC:30325	-1	3	3	-1
HGNC:30404	1	3	3	1
HGNC:30412	1	0	3	1
HGNC:30450	1	3	3	1
HGNC:3046	-1	3	3	-1
HGNC:30502	-1	3	3	-1
HGNC:30521	-1	0	3	-1
HGNC:30596	1	3	3	1
HGNC:3061	3	3	3	3
HGNC:3062	-1	3	3	-1
HGNC:30650	1	3	3	1
HGNC:30748	-1	3	3	-1
HGNC:3078	2	3	3	2
HGNC:30862	2	3	3	2
HGNC:30863	3	3	3	3
HGNC:30866	1	3	3	1
HGNC:30927	-1	3	3	-1
HGNC:3133	3	3	3	3
HGNC:3148	-1	0	3	-1
HGNC:3149	2	0	3	2
HGNC:3151	3	0	3	3
HGNC:31736	1	3	3	1
HGNC:318	1	3	3	1
HGNC:31865	1	3	3	1
HGNC:321	1	3	3	1
HGNC:32393	1	3	3	1
HGNC:324	1	0	3	1
HGNC:3247	1	3	3	1
HGNC:325	3	3	3	3
HGNC:326	2	3	3	2
HGNC:32949	2	3	3	2
HGNC:33	1	0	3	1
HGNC:33128	2	2	3	2
HGNC:33159	-1	3	3	-1
HGNC:33238	2	3	3	2
HGNC:33426	-1	0	3	-1
HGNC:3350	3	3	3	3
HGNC:3353	2	3	3	2
HGNC:3354	-1	3	3	-1
HGNC:3356	-1	3	3	-1
HGNC:3357	-1	3	3	-1
HGNC:3358	-1	3	3	-1
HGNC:3363	-1	3	3	-1
HGNC:3364	-1	3	3	-1
HGNC:3365	-1	0	3	-1
HGNC:3367	-1	3	3	-1
HGNC:3368	2	3	3	2
HGNC:34	-1	3	3	-1
HGNC:3401	2	3	3	2
HGNC:3402	1	3	3	1
HGNC:341	-1	3	3	-1
HGNC:3423	-1	3	3	-1
HGNC:343	3	3	3	3
HGNC:344	3	3	3	3
HGNC:3465	3	0	3	3
HGNC:3481	3	3	3	3
HGNC:3482	1	3	3	1
HGNC:3483	1	3	3	1
HGNC:3512	-1	3	3	-1
HGNC:3513	2	3	3	2
HGNC:3515	-1	3	3	-1
HGNC:3516	1	3	3	1
HGNC:3518	1	3	3	1
HGNC:3554	-1	3	3	-1
HGNC:3555	-1	3	3	-1
HGNC:3569	2	3	3	2
HGNC:3570	2	3	3	2
HGNC:3571	1	3	3	1
HGNC:3574	1	3	3	1
HGNC:3575	-1	3	3	-1
HGNC:3579	1	3	3	1
HGNC:3594	3	3	3	3
HGNC:3606	-1	0	3	-1
HGNC:3607	-1	0	3	-1
HGNC:361	3	0	3	3
HGNC:362	3	3	3	3
HGNC:3629	3	3	3	3
HGNC:363	2	3	3	2
HGNC:3631	3	3	3	3
HGNC:3647	2	3	3	2
HGNC:365	1	3	3	1
HGNC:3700	3	0	3	3
HGNC:3769	-1	3	2	-1
HGNC:3770	-1	3	3	-1
HGNC:3771	-1	3	3	-1
HGNC:3772	-1	3	3	-1
HGNC:3773	-1	3	3	-1
HGNC:3791	-1	3	3	-1
HGNC:3793	-1	3	3	-1
HGNC:3795	-1	3	3	-1
HGNC:38	-1	3	3	-1
HGNC:380	2	3	3	2
HGNC:381	2	3	3	2
HGNC:3824	2	3	3	2
HGNC:3825	1	0	3	1
HGNC:384	3	3	3	3
HGNC:387	-1	3	3	-1
HGNC:388	-1	0	3	-1
HGNC:38831	0	3	3	3
HGNC:389	3	3	3	3
HGNC:395	1	3	3	1
HGNC:396	2	3	3	2
HGNC:397	-1	3	3	-1
HGNC:3974	-1	3	3	-1
HGNC:3976	3	3	3	3
HGNC:3978	-1	3	3	-1
HGNC:3999	3	0	3	3
HGNC:40	-1	0	3	-1
HGNC:4006	1	3	3	1
HGNC:4008	3	3	3	3
HGNC:4012	-1	3	3	-1
HGNC:4014	-1	3	3	-1
HGNC:4019	1	3	3	1
HGNC:402	3	0	3	3
HGNC:4020	-1	3	3	-1
HGNC:4021	1	3	3	1
HGNC:403	2	3	3	2
HGNC:404	-1	3	3	-1
HGNC:405	-1	3	-1	-1
HGNC:4056	-1	3	3	-1
HGNC:4057	2	3	3	2
HGNC:406	2	3	3	2
HGNC:4061	-1	3	3	-1
HGNC:4065	3	3	3	3
HGNC:407	2	3	3	2
HGNC:408	1	0	3	1
HGNC:409	3	3	3	3
HGNC:4092	-1	3	3	-1
HGNC:4093	-1	0	3	-1
HGNC:410	1	3	3	1
HGNC:411	-1	3	3	-1
HGNC:4115	-1	3	3	-1
HGNC:4116	2	3	3	2
HGNC:4117	-1	3	3	-1
HGNC:4118	2	3	3	2
HGNC:4119	1	3	3	1
HGNC:412	3	3	3	3
HGNC:4122	1	3	3	1
HGNC:4123	2	3	3	2
HGNC:4124	2	3	3	2
HGNC:4125	-1	3	3	-1
HGNC:4126	0	3	3	3
HGNC:4127	-1	3	3	-1
HGNC:4128	-1	3	3	-1
HGNC:4129	-1	0	3	-1
HGNC:4130	-1	3	3	-1
HGNC:4131	-1	3	3	-1
HGNC:4135	-1	0	3	-1
HGNC:4136	2	3	3	2
HGNC:4138	3	3	3	3
HGNC:4139	-1	0	3	-1
HGNC:414	3	3	3	3
HGNC:4141	3	3	3	3
HGNC:4163	3	3	3	3
HGNC:417	-1	3	3	-1
HGNC:4175	-1	3	3	-1
HGNC:4177	2	3	3	2
HGNC:418	-1	3	3	-1
HGNC:4180	2	3	3	2
HGNC:4187	-1	3	3	-1
HGNC:4188	2	3	3	2
HGNC:4189	1	3	3	1
HGNC:4193	1	3	3	1
HGNC:4195	-1	3	3	-1
HGNC:42	-1	3	3	-1
HGNC:4203	-1	3	3	-1
HGNC:4204	1	3	3	1
HGNC:4205	-1	3	3	-1
HGNC:4208	2	3	3	2
HGNC:4212	-1	3	3	-1
HGNC:4241	1	3	3	1
HGNC:4242	1	3	3	1
HGNC:4248	1	3	3	1
HGNC:4249	1	0	3	1
HGNC:4250	2	0	3	2
HGNC:4251	-1	0	3	-1
HGNC:4259	1	0	3	1
HGNC:4260	-1	0	3	-1
HGNC:4289	1	3	3	1
HGNC:429	-1	3	3	-1
HGNC:4291	-1	0	3	-1
HGNC:4296	3	3	3	3
HGNC:4298	2	3	3	2
HGNC:430	-1	3	3	-1
HGNC:4311	1	3	3	1
HGNC:4312	3	0	3	3
HGNC:4313	-1	3	3	-1
HGNC:4323	3	3	3	3
HGNC:433	-1	3	3	-1
HGNC:4330	-1	3	3	-1
HGNC:4331	2	3	3	2
HGNC:4335	3	3	3	3
HGNC:4336	1	3	3	1
HGNC:434	-1	3	3	-1
HGNC:4341	-1	3	3	-1
HGNC:435	-1	3	3	-1
HGNC:4369	1	3	3	1
HGNC:437	-1	3	3	-1
HGNC:4376	-1	3	3	-1
HGNC:4377	2	3	3	2
HGNC:4378	3	3	3	3
HGNC:438	-1	3	3	-1
HGNC:439	-1	0	3	-1
HGNC:441	-1	0	3	-1
HGNC:4415	-1	3	3	-1
HGNC:4416	3	0	3	3
HGNC:4417	3	3	3	3
HGNC:4422	2	3	3	2
HGNC:4432	3	3	3	3
HGNC:4433	3	3	3	3
HGNC:4446	2	3	3	2
HGNC:4455	-1	3	3	-1
HGNC:4456	1	3	3	1
HGNC:4458	3	3	3	3
HGNC:45	-1	0	3	-1
HGNC:451	-1	3	3	-1
HGNC:4552	-1	3	3	-1
HGNC:4553	2	3	3	2
HGNC:4554	-1	3	3	-1
HGNC:4555	-1	3	3	-1
HGNC:4556	3	3	3	3
HGNC:4558	-1	0	3	-1
HGNC:4559	-1	3	3	-1
HGNC:457	3	3	3	3
HGNC:4570	2	3	3	2
HGNC:4623	2	3	3	2
HGNC:4624	3	3	3	3
HGNC:4626	-1	3	3	-1
HGNC:4632	2	3	3	2
HGNC:4638	3	3	3	3
HGNC:4643	-1	3	3	-1
HGNC:4678	-1	3	3	-1
HGNC:468	-1	3	3	-1
HGNC:4684	-1	3	3	-1
HGNC:4685	-1	3	3	-1
HGNC:4686	-1	3	3	-1
HGNC:4687	-1	3	3	-1
HGNC:4688	-1	3	3	-1
HGNC:4689	-1	3	3	-1
HGNC:469	2	3	3	2
HGNC:4691	-1	3	3	-1
HGNC:4693	3	3	3	3
HGNC:4696	2	0	3	2
HGNC:4699	2	3	3	2
HGNC:470	1	0	3	1
HGNC:4700	-1	3	3	-1
HGNC:4706	2	3	3	2
HGNC:4707	-1	3	3	-1
HGNC:473	-1	3	3	-1
HGNC:474	-1	0	3	-1
HGNC:475	-1	0	3	-1
HGNC:476	-1	0	3	-1
HGNC:477	-1	3	3	-1
HGNC:478	-1	3	3	-1
HGNC:4795	2	0	3	2
HGNC:4796	-1	3	3	-1
HGNC:4799	2	3	3	2
HGNC:4800	3	3	3	3
HGNC:4801	3	3	3	3
HGNC:4803	3	3	3	3
HGNC:4805	1	3	3	1
HGNC:4806	-1	3	3	-1
HGNC:4809	-1	3	3	-1
HGNC:4810	-1	3	3	-1
HGNC:4818	-1	3	3	-1
HGNC:4819	-1	3	3	-1
HGNC:4820	-1	3	3	-1
HGNC:4855	-1	0	3	-1
HGNC:4866	-1	3	3	-1
HGNC:4878	1	3	3	1
HGNC:4879	3	3	3	3
HGNC:4892	-1	3	3	-1
HGNC:4907	2	3	3	2
HGNC:4908	1	3	3	1
HGNC:4922	2	0	3	2
HGNC:4923	2	3	3	2
HGNC:4925	-1	3	3	-1
HGNC:4976	1	3	3	1
HGNC:4982	2	3	3	2
HGNC:500	-1	3	3	-1
HGNC:5005	1	0	3	1
HGNC:5006	2	0	3	2
HGNC:5007	1	0	3	1
HGNC:5008	-1	0	3	-1
HGNC:5013	1	3	3	1
HGNC:5014	2	3	3	2
HGNC:5028	1	3	3	1
HGNC:51	2	3	3	2
HGNC:5147	-1	3	3	-1
HGNC:5157	3	3	3	3
HGNC:5193	1	3	3	1
HGNC:5194	-1	3	3	-1
HGNC:5195	-1	3	3	-1
HGNC:5196	-1	3	3	-1
HGNC:5198	-1	3	3	-1
HGNC:5200	-1	3	3	-1
HGNC:5201	2	3	3	2
HGNC:5208	-1	3	3	-1
HGNC:5209	-1	3	3	-1
HGNC:5210	1	3	3	1
HGNC:5211	-1	3	3	-1
HGNC:5212	-1	3	3	-1
HGNC:5213	2	3	3	2
HGNC:5215	2	3	3	2
HGNC:5217	-1	3	3	-1
HGNC:5218	-1	3	3	-1
HGNC:53	2	3	3	2
HGNC:5322	-1	3	3	-1
HGNC:5382	2	3	3	2
HGNC:5383	3	3	3	3
HGNC:5384	1	3	3	1
HGNC:5385	3	3	3	3
HGNC:5386	2	3	3	2
HGNC:5387	2	3	3	2
HGNC:5389	-1	3	3	-1
HGNC:5391	-1	3	3	-1
HGNC:54	1	3	3	1
HGNC:549	-1	3	3	-1
HGNC:55	1	3	3	1
HGNC:550	-1	3	3	-1
HGNC:553	-1	0	3	-1
HGNC:56	2	3	3	2
HGNC:59	-1	3	3	-1
HGNC:60	-1	3	3	-1
HGNC:6050	1	0	3	1
HGNC:6051	2	3	3	2
HGNC:6052	3	3	3	3
HGNC:6053	3	3	3	3
HGNC:6059	-1	3	3	-1
HGNC:6069	-1	3	3	-1
HGNC:6071	1	3	3	1
HGNC:6074	1	3	3	1
HGNC:6075	-1	3	3	-1
HGNC:6076	1	3	3	1
HGNC:6077	-1	3	3	-1
HGNC:6079	-1	3	3	-1
HGNC:6080	2	3	3	2
HGNC:61	1	3	3	1
HGNC:6115	1	3	3	1
HGNC:6176	3	3	3	3
HGNC:6178	1	3	3	1
HGNC:6179	-1	3	3	-1
HGNC:6186	2	3	3	2
HGNC:6257	-1	3	3	-1
HGNC:626	3	3	3	3
HGNC:6269	-1	3	3	-1
HGNC:6315	-1	3	3	-1
HGNC:633	-1	3	3	-1
HGNC:634	-1	3	3	-1
HGNC:6344	-1	3	3	-1
HGNC:636	-1	3	3	-1
HGNC:637	-1	0	3	-1
HGNC:638	-1	3	3	-1
HGNC:6381	-1	3	3	-1
HGNC:640	-1	3	3	-1
HGNC:642	-1	3	3	-1
HGNC:643	-1	3	3	-1
HGNC:6469	-1	3	3	-1
HGNC:6480	-1	3	3	-1
HGNC:6522	1	3	3	1
HGNC:6530	-1	0	3	-1
HGNC:6535	3	0	3	3
HGNC:6541	-1	0	3	-1
HGNC:6544	-1	3	3	-1
HGNC:66	-1	3	3	-1
HGNC:6617	3	3	3	3
HGNC:6619	-1	3	3	-1
HGNC:6622	-1	3	3	-1
HGNC:6623	-1	0	3	-1
HGNC:663	-1	3	3	-1
HGNC:664	1	3	3	1
HGNC:6677	-1	3	3	-1
HGNC:6678	-1	3	3	-1
HGNC:6685	-1	0	3	-1
HGNC:6694	-1	3	3	-1
HGNC:67	2	3	3	2
HGNC:6708	2	3	3	2
HGNC:6710	2	3	3	2
HGNC:6719	0	3	3	3
HGNC:6821	-1	3	3	-1
HGNC:6822	1	3	3	1
HGNC:6823	2	3	3	2
HGNC:6824	-1	3	3	-1
HGNC:6825	1	3	3	1
HGNC:6826	1	3	3	1
HGNC:6827	1	3	3	1
HGNC:6831	-1	3	3	-1
HGNC:6833	-1	1	3	-1
HGNC:6834	-1	1	3	-1
HGNC:6903	-1	0	3	-1
HGNC:6904	3	3	3	3
HGNC:6905	2	0	3	2
HGNC:6936	2	3	3	2
HGNC:6937	3	3	3	3
HGNC:6938	-1	3	3	-1
HGNC:6970	3	3	3	3
HGNC:6971	3	3	3	3
HGNC:6983	2	3	3	2
HGNC:6984	3	3	3	3
HGNC:6985	-1	3	3	-1
HGNC:7043	-1	0	2	-1
HGNC:7044	2	3	3	2
HGNC:7045	3	3	3	3
HGNC:7046	-1	0	3	-1
HGNC:7047	-1	3	3	-1
HGNC:7048	3	3	3	3
HGNC:7049	1	0	3	1
HGNC:7056	3	0	3	3
HGNC:7061	2	3	3	2
HGNC:7063	1	3	3	1
HGNC:7064	1	3	3	1
HGNC:7103	-1	3	3	-1
HGNC:713	1	0	3	1
HGNC:714	1	3	3	1
HGNC:7150	1	3	3	1
HGNC:7179	-1	3	3	-1
HGNC:7216	1	3	3	1
HGNC:7218	-1	3	3	-1
HGNC:7223	1	3	3	1
HGNC:735	1	3	3	1
HGNC:74	-1	3	3	-1
HGNC:7413	-1	-1	3	-1
HGNC:7419	3	0	3	3
HGNC:7421	0	0	3	0
HGNC:7422	0	0	3	0
HGNC:7427	3	0	3	3
HGNC:7432	3	3	3	3
HGNC:7434	2	3	3	2
HGNC:7436	-1	0	3	-1
HGNC:7437	1	3	3	1
HGNC:7449	1	3	3	1
HGNC:7450	1	0	3	1
HGNC:7451	1	0	3	1
HGNC:7455	3	0	3	3
HGNC:7456	3	0	3	3
HGNC:7458	3	0	3	3
HGNC:7459	0	0	3	0
HGNC:746	2	3	3	2
HGNC:7460	0	0	3	0
HGNC:7461	3	0	3	3
HGNC:7462	3	0	3	3
HGNC:7468	1	3	3	1
HGNC:750	-1	3	3	-1
HGNC:7526	2	3	3	2
HGNC:7529	2	3	3	2
HGNC:753	2	3	3	2
HGNC:7530	1	3	3	1
HGNC:756	-1	0	3	-1
HGNC:758	2	3	3	2
HGNC:7631	1	3	3	1
HGNC:7632	2	3	3	2
HGNC:7680	2	3	3	2
HGNC:7681	-1	3	3	-1
HGNC:7682	-1	3	3	-1
HGNC:7683	3	0	3	3
HGNC:7684	3	3	3	3
HGNC:7685	-1	3	3	-1
HGNC:7686	1	3	3	1
HGNC:7687	3	3	3	3
HGNC:7688	1	3	3	1
HGNC:7690	3	3	3	3
HGNC:7691	-1	3	3	-1
HGNC:7692	3	3	3	3
HGNC:7693	2	3	3	2
HGNC:7694	3	3	3	3
HGNC:7695	3	3	3	3
HGNC:7696	3	3	3	3
HGNC:7697	3	3	3	3
HGNC:7698	3	3	3	3
HGNC:7699	3	3	3	3
HGNC:7700	2	3	3	2
HGNC:7701	3	3	3	3
HGNC:7702	3	3	3	3
HGNC:7703	1	3	3	1
HGNC:7704	3	3	3	3
HGNC:7705	3	3	3	3
HGNC:7706	0	3	3	3
HGNC:7707	2	3	3	2
HGNC:7708	3	3	3	3
HGNC:7710	2	3	2	2
HGNC:7711	3	3	3	3
HGNC:7712	3	3	3	3
HGNC:7713	3	3	3	3
HGNC:7714	2	3	3	2
HGNC:7715	2	3	3	2
HGNC:7716	3	3	3	3
HGNC:7717	3	3	3	3
HGNC:7719	2	3	3	2
HGNC:7758	1	3	3	1
HGNC:7759	-1	3	3	-1
HGNC:7849	-1	3	3	-1
HGNC:7850	0	3	3	3
HGNC:7851	2	3	3	2
HGNC:7852	3	3	3	3
HGNC:7861	-1	3	3	-1
HGNC:7863	-1	3	3	-1
HGNC:7876	-1	3	3	-1
HGNC:7892	1	3	3	1
HGNC:7898	-1	3	3	-1
HGNC:79	-1	3	3	-1
HGNC:794	3	3	3	3
HGNC:7943	-1	3	3	-1
HGNC:7944	-1	3	3	-1
HGNC:799	3	3	3	3
HGNC:80	-1	3	2	-1
HGNC:800	-1	3	3	-1
HGNC:801	1	3	3	1
HGNC:8016	2	3	3	2
HGNC:8021	3	3	3	3
HGNC:8022	1	3	3	1
HGNC:804	1	3	3	1
HGNC:8049	2	3	3	2
HGNC:805	-1	3	3	-1
HGNC:8052	2	3	3	2
HGNC:8056	1	3	3	1
HGNC:806	3	3	3	3
HGNC:808	-1	3	3	-1
HGNC:8091	3	3	3	3
HGNC:8108	2	3	3	2
HGNC:8109	3	3	3	3
HGNC:8124	3	3	3	3
HGNC:814	-1	3	3	-1
HGNC:8149	1	0	3	1
HGNC:815	-1	3	3	-1
HGNC:816	-1	3	3	-1
HGNC:817	2	3	3	2
HGNC:819	-1	0	3	-1
HGNC:82	1	3	3	1
HGNC:820	-1	3	3	-1
HGNC:823	3	3	3	3
HGNC:83	2	3	3	2
HGNC:830	3	3	3	3
HGNC:833	3	3	3	3
HGNC:837	3	3	3	3
HGNC:838	3	0	3	3
HGNC:84	2	3	3	2
HGNC:840	3	3	3	3
HGNC:841	3	3	3	3
HGNC:842	3	3	3	3
HGNC:843	3	3	3	3
HGNC:845	3	3	3	3
HGNC:846	3	3	3	3
HGNC:847	3	3	3	3
HGNC:848	3	3	3	3
HGNC:8494	-1	0	3	-1
HGNC:85	-1	3	2	-1
HGNC:850	3	3	3	3
HGNC:851	2	3	3	2
HGNC:8512	-1	3	3	-1
HGNC:8527	2	3	2	2
HGNC:853	-1	0	3	-1
HGNC:854	2	3	3	2
HGNC:8546	2	3	3	2
HGNC:8547	1	0	3	1
HGNC:8548	3	3	3	3
HGNC:855	-1	3	3	-1
HGNC:856	2	3	3	2
HGNC:857	3	3	3	3
HGNC:8574	2	3	3	2
HGNC:8575	2	0	3	2
HGNC:8576	3	3	3	3
HGNC:8579	-1	3	3	-1
HGNC:8582	-1	3	3	-1
HGNC:8587	3	0	3	3
HGNC:8598	1	3	3	1
HGNC:8603	1	3	3	1
HGNC:8604	-1	3	3	-1
HGNC:861	3	3	3	3
HGNC:862	0	0	3	0
HGNC:863	3	0	3	3
HGNC:8636	1	3	3	1
HGNC:864	3	3	3	3
HGNC:8646	3	3	3	3
HGNC:865	1	3	3	1
HGNC:8653	1	3	3	1
HGNC:8654	1	3	3	1
HGNC:866	-1	3	3	-1
HGNC:87	1	0	3	1
HGNC:8724	-1	0	3	-1
HGNC:8725	2	3	3	2
HGNC:8754	1	3	3	1
HGNC:8755	-1	3	3	-1
HGNC:8756	1	3	3	1
HGNC:877	3	3	3	3
HGNC:8772	1	3	3	1
HGNC:8773	-1	0	3	-1
HGNC:8774	-1	3	3	-1
HGNC:8775	-1	3	3	-1
HGNC:8776	-1	3	3	-1
HGNC:8777	-1	3	3	-1
HGNC:8778	-1	3	3	-1
HGNC:8779	-1	0	3	-1
HGNC:8780	-1	3	3	-1
HGNC:8781	-1	3	3	-1
HGNC:8782	-1	3	3	-1
HGNC:8783	-1	3	3	-1
HGNC:8784	-1	3	3	-1
HGNC:8785	-1	3	3	-1
HGNC:8786	-1	3	3	-1
HGNC:8787	-1	3	3	-1
HGNC:8788	1	3	3	1
HGNC:8789	-1	0	3	-1
HGNC:8790	-1	0	3	-1
HGNC:8791	-1	3	3	-1
HGNC:8792	-1	0	3	-1
HGNC:8793	1	3	3	1
HGNC:8794	-1	3	3	-1
HGNC:8795	-1	3	3	-1
HGNC:88	-1	3	3	-1
HGNC:8806	3	3	3	3
HGNC:8807	-1	3	3	-1
HGNC:8808	2	3	3	2
HGNC:8818	-1	3	3	-1
HGNC:8819	2	3	3	2
HGNC:8830	1	3	3	1
HGNC:8840	2	0	3	2
HGNC:8863	2	3	3	2
HGNC:8872	-1	3	3	-1
HGNC:8873	-1	3	3	-1
HGNC:8874	2	3	3	2
HGNC:8875	-1	3	3	-1
HGNC:8876	3	3	3	3
HGNC:8877	2	3	3	2
HGNC:8878	3	3	3	3
HGNC:8888	3	3	3	3
HGNC:8889	0	3	3	3
HGNC:8891	3	3	3	3
HGNC:8896	3	3	3	3
HGNC:8898	-1	3	3	-1
HGNC:89	2	3	2	2
HGNC:890	1	3	3	1
HGNC:8903	2	3	3	2
HGNC:8905	2	3	2	2
HGNC:8906	1	3	3	1
HGNC:8907	1	3	3	1
HGNC:8909	1	3	3	1
HGNC:8918	-1	3	3	-1
HGNC:8923	2	3	3	2
HGNC:8940	1	3	3	1
HGNC:8956	-1	3	3	-1
HGNC:8957	1	3	3	1
HGNC:8960	1	3	3	1
HGNC:8962	-1	3	3	-1
HGNC:8964	1	3	3	1
HGNC:8965	1	3	3	1
HGNC:8966	-1	3	3	-1
HGNC:8967	1	0	3	1
HGNC:8971	1	3	3	1
HGNC:8972	-1	3	3	-1
HGNC:8973	-1	3	3	-1
HGNC:8974	1	3	3	1
HGNC:8975	-1	3	3	-1
HGNC:8976	1	3	3	1
HGNC:8977	-1	3	3	-1
HGNC:8978	-1	3	3	-1
HGNC:8979	-1	3	3	-1
HGNC:8980	0	3	3	3
HGNC:8981	2	3	3	2
HGNC:8983	1	3	3	1
HGNC:8984	2	3	3	2
HGNC:8994	2	3	3	2
HGNC:8995	-1	3	3	-1
HGNC:8996	1	3	3	1
HGNC:8997	1	0	3	1
HGNC:8998	2	0	3	2
HGNC:8999	1	3	3	1
HGNC:90	1	3	3	1
HGNC:9020	-1	3	3	-1
HGNC:9021	3	3	3	3
HGNC:9029	-1	3	3	-1
HGNC:9030	-1	3	3	-1
HGNC:9031	-1	3	3	-1
HGNC:9033	-1	3	3	-1
HGNC:9035	-1	3	3	-1
HGNC:9036	-1	0	3	-1
HGNC:9038	-1	3	3	-1
HGNC:9039	-1	0	3	-1
HGNC:9040	-1	3	3	-1
HGNC:9055	-1	3	3	-1
HGNC:9056	2	3	2	2
HGNC:9059	-1	3	3	-1
HGNC:9060	-1	3	2	-1
HGNC:9061	1	3	3	1
HGNC:9062	-1	3	3	-1
HGNC:9063	-1	2	3	-1
HGNC:9065	2	3	3	2
HGNC:9066	-1	3	3	-1
HGNC:9067	-1	3	3	-1
HGNC:9068	2	0	3	2
HGNC:9081	3	3	3	3
HGNC:9082	-1	3	3	-1
HGNC:9083	2	3	3	2
HGNC:91	1	3	3	1
HGNC:9114	1	3	3	1
HGNC:9115	1	3	3	1
HGNC:9141	3	0	3	3
HGNC:9155	-1	3	3	-1
HGNC:9156	-1	3	3	-1
HGNC:9160	-1	0	3	-1
HGNC:918	-1	3	3	-1
HGNC:919	-1	3	3	-1
HGNC:92	3	3	3	3
HGNC:920	-1	0	3	-1
HGNC:9206	-1	3	2	-1
HGNC:9208	2	3	3	2
HGNC:921	-1	3	3	-1
HGNC:922	-1	3	3	-1
HGNC:9225	-1	3	3	-1
HGNC:9226	3	3	3	3
HGNC:9228	2	3	3	2
HGNC:9229	-1	0	3	-1
HGNC:923	2	3	3	2
HGNC:9230	3	0	3	3
HGNC:9238	2	3	3	2
HGNC:924	1	3	3	1
HGNC:925	2	3	3	2
HGNC:9251	2	3	3	2
HGNC:926	2	3	3	2
HGNC:928	2	3	3	2
HGNC:9280	1	3	3	1
HGNC:929	-1	3	3	-1
HGNC:93	3	3	3	3
HGNC:930	2	3	3	2
